"메인 키","기관 코드","유형1","유형2","대표기관명","전체기관명","최하위기관명","대표 전화번호","새 우편번호","지번 주소","도로명 주소","행정 시","행정 구","행정 동"
"BE_LiST32-0057","1334774","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 중곡2파출소","중곡2파출소","02-444-8113","04927","","서울특별시 광진구 능동로 346 (중곡동)","서울특별시","광진구","중곡2동"
"BE_LiST32-0058","1335515","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 중곡3파출소","중곡3파출소","02-3409-0112","04905","","서울특별시 광진구 동일로76가길 28 (중곡동)","서울특별시","광진구","중곡3동"
"BE_LiST32-0059","1334242","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 중곡4파출소","중곡4파출소","02-457-1112","04940","","서울특별시 광진구 용마산로24길 7 (중곡동)","서울특별시","광진구","중곡4동"
"BE_LiST32-0060","1332878","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울광진경찰서 화양지구대","화양지구대","02-469-1137","05010","","서울특별시 광진구 능동로17길 39 (화양동)","서울특별시","광진구","화양동"
"BE_LiST32-0061","1329787","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울구로경찰서","서울구로경찰서","182","08284","","서울특별시 구로구 가마산로 235 (구로동)","서울특별시","구로구","구로2동"
"BE_LiST32-0070","1334785","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울금천경찰서 가산파출소","가산파출소","02-864-0113","08512","","서울특별시 금천구 벚꽃로56길 174 (가산동)","서울특별시","금천구","가산동"
"BE_LiST32-0071","1335591","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울금천경찰서 금천파출소","금천파출소","02-802-0113","08632","","서울특별시 금천구 시흥대로57길 45 (시흥동)","서울특별시","금천구","시흥1동"
"BE_LiST32-0072","1334786","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울금천경찰서 독산파출소","독산파출소","02-807-0113","08602","","서울특별시 금천구 벚꽃로10길 89 (독산동)","서울특별시","금천구","독산1동"
"BE_LiST32-0073","1332683","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울금천경찰서 문성지구대","문성지구대","02-855-0112","08557","","서울특별시 금천구 독산로76길 20 (독산동)","서울특별시","금천구","독산4동"
"BE_LiST32-0074","1332685","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울금천경찰서 백산지구대","백산지구대","02-805-0112","08564","","서울특별시 금천구 독산로50길 105 (시흥동)","서울특별시","금천구","시흥4동"
"BE_LiST32-0075","1329294","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서","서울남대문경찰서","182","04637","","서울특별시 중구 한강대로 410 (남대문로5가)","서울특별시","중구","회현동"
"BE_LiST32-0076","1329304","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 남대문파출소","남대문파출소","02-778-7041","04528","","서울특별시 중구 남대문시장4길 28-16 (남창동)","서울특별시","중구","회현동"
"BE_LiST32-0077","1332948","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 명동파출소","명동파출소","02-771-0268","04536","","서울특별시 중구 명동길 32 (명동2가)","서울특별시","중구","명동"
"BE_LiST32-0078","1334733","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 서소문파출소","서소문파출소","02-777-1942","04515","","서울특별시 중구 서소문로 131-1 (서소문동)","서울특별시","중구","소공동"
"BE_LiST32-0079","1334236","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 서울역파출소","서울역파출소","02-778-1875","04509","","서울특별시 중구 통일로 13 (봉래동2가)","서울특별시","중구","회현동"
"BE_LiST32-0080","1332875","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 중림파출소","중림파출소","02-363-6344","04502","","서울특별시 중구 중림로 36 (중림동)","서울특별시","중구","중림동"
"BE_LiST32-0081","1334732","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 태평로파출소","태평로파출소","02-777-2593","04521","","서울특별시 중구 다동길 11 (다동)","서울특별시","중구","명동"
"BE_LiST32-0082","1334237","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울남대문경찰서 회현파출소","회현파출소","02-778-3390","04634","","서울특별시 중구 퇴계로 52 (회현동1가)","서울특별시","중구","회현동"
"BE_LiST32-0083","1329882","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울노원경찰서","서울노원경찰서","182","01788","","서울특별시 노원구 노원로 283 (하계동)","서울특별시","노원구","하계1동"
"BE_LiST32-0084","1332886","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울노원경찰서 노원역지구대","노원역지구대","02-2092-0304","01752","","서울특별시 노원구 노원로 431 (상계동)","서울특별시","노원구","상계6.7동"
"BE_LiST32-0085","1334823","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울노원경찰서 당고개파출소","당고개파출소","02-2092-0307","01639","","서울특별시 노원구 상계로 221 (상계동)","서울특별시","노원구","상계3.4동"
"BE_LiST32-0086","1332692","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울노원경찰서 당현지구대","당현지구대","02-2092-0301","01787","","서울특별시 노원구 노원로17길 64 (중계동)","서울특별시","노원구","중계2.3동"
"BE_LiST32-0235","1334728","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울종로경찰서 종로2가파출소","종로2가파출소","02-763-0112","03140","","서울특별시 종로구 종로17길 4 (종로2가)","서울특별시","종로구","종로1.2.3.4가동"
"BE_LiST32-0158","1332876","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 서울숲지구대","서울숲지구대","02-464-0113","04775","","서울특별시 성동구 성덕정길 77-2 (성수동2가)","서울특별시","성동구","성수2가1동"
"BE_LiST32-0159","1332633","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 성수지구대","성수지구대","02-463-0112","04792","","서울특별시 성동구 광나루로2길 35 (성수동2가)","서울특별시","성동구","성수2가3동"
"BE_LiST32-0160","1335547","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 옥수파출소","옥수파출소","02-2298-5031","04733","","서울특별시 성동구 독서당로 211 (옥수동)","서울특별시","성동구","옥수동"
"BE_LiST32-0161","1334767","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 왕십리파출소","왕십리파출소","02-2295-1241","04706","","서울특별시 성동구 마장로 205 (홍익동)","서울특별시","성동구","왕십리도선동"
"BE_LiST32-0162","1332877","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 용답파출소","용답파출소","02-2245-0189","04804","","서울특별시 성동구 용답중앙길 49 (용답동)","서울특별시","성동구","용답동"
"BE_LiST32-0163","1334769","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 응봉파출소","응봉파출소","02-2293-0306","04720","","서울특별시 성동구 독서당로 373 (응봉동)","서울특별시","성동구","응봉동"
"BE_LiST32-0164","1331425","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 한양지구대","한양지구대","02-2292-5975","04761","","서울특별시 성동구 사근동길 5 (행당동)","서울특별시","성동구","사근동"
"BE_LiST32-0165","1334766","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성동경찰서 행당파출소","행당파출소","02-2292-1812","04713","","서울특별시 성동구 행당로 89 (행당동)","서울특별시","성동구","행당2동"
"BE_LiST32-0166","1329377","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서","서울성북경찰서","182","02848","","서울특별시 성북구 보문로 170 (삼선동5가)","서울특별시","성북구","삼선동"
"BE_LiST32-0167","1331408","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서 길음지구대","길음지구대","02-919-9723","02724","","서울특별시 성북구 삼양로13길 51 (길음동)","서울특별시","성북구","길음1동"
"BE_LiST32-0168","1331405","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서 돈암지구대","돈암지구대","02-926-2236","02826","","서울특별시 성북구 아리랑로5길 54 (돈암동)","서울특별시","성북구","돈암2동"
"BE_LiST32-0169","1332547","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서 성북파출소","성북파출소","02-762-0103","02837","","서울특별시 성북구 성북로 94 (성북동)","서울특별시","성북구","성북동"
"BE_LiST32-0170","1331406","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서 안암지구대","안암지구대","02-926-9520","02870","","서울특별시 성북구 지봉로21길 45 (보문동3가)","서울특별시","성북구","보문동"
"BE_LiST32-0171","1334750","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서 정릉2파출소","정릉2파출소","02-914-0730","02814","","서울특별시 성북구 정릉로26길 6 (정릉동)","서울특별시","성북구","정릉2동"
"BE_LiST32-0172","1334749","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울성북경찰서 정릉파출소","정릉파출소","02-919-9757","02702","","서울특별시 성북구 솔샘로 111 (정릉동)","서울특별시","성북구","정릉4동"
"BE_LiST32-0173","1329860","경찰","경찰청_경찰서","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서","서울송파경찰서","182","05701","","서울특별시 송파구 중대로 221 (가락동)","서울특별시","송파구","가락본동"
"BE_LiST32-0174","1331507","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 가락지구대","가락지구대","02-3402-6304","05715","","서울특별시 송파구 중대로 179 (가락동)","서울특별시","송파구","가락본동"
"BE_LiST32-0175","1334821","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 거여파출소","거여파출소","02-3402-6307","05767","","서울특별시 송파구 거마로10길 9 (거여동)","서울특별시","송파구","거여2동"
"BE_LiST32-0176","1334819","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 마천파출소","마천파출소","02-3402-6306","05756","","서울특별시 송파구 마천로41길 8 (마천동)","서울특별시","송파구","마천2동"
"BE_LiST32-0177","1335587","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 문정지구대","문정지구대","02-3402-6305","05802","","서울특별시 송파구 새말로15길 9 (문정동)","서울특별시","송파구","장지동"
"BE_LiST32-0178","1331505","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 방이지구대","방이지구대","02-3402-6301","05639","","서울특별시 송파구 양재대로71길 5-6 (방이동)","서울특별시","송파구","방이1동"
"BE_LiST32-0179","1332690","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 삼전지구대","삼전지구대","02-3402-6303","05584","","서울특별시 송파구 백제고분로 238 (삼전동)","서울특별시","송파구","삼전동"
"BE_LiST32-0180","1334817","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 신천파출소","신천파출소","02-3402-6310","05507","","서울특별시 송파구 올림픽로35길 12 (신천동)","서울특별시","송파구","잠실4동"
"BE_LiST32-0181","1334820","경찰","경찰청_파출소","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 오금파출소","오금파출소","02-3402-6309","05659","","서울특별시 송파구 마천로8길 17 (오금동)","서울특별시","송파구","오금동"
"BE_LiST32-0182","1332691","경찰","경찰청_지구대","경찰청","경찰청 서울특별시지방경찰청 서울송파경찰서 잠실지구대","잠실지구대","02-3402-6302","05501","","서울특별시 송파구 올림픽로 101 (잠실동)","서울특별시","송파구","잠실2동"
